ProbeID,GSM946048
cg00351011,0.018988951
cg00353953,0.130031688
cg00354258,0.919379048
cg00354572,0.119100892
cg00355802,0.016403498
cg00359325,0.043978347
cg00359973,0.060634393
cg00363813,0.013550156
cg00364344,0.010781967
cg00364814,0.917622074
cg00365193,0.081384345
cg00367281,0.909890015
cg00367438,0.024803315
cg00368022,0.021477202
cg00368415,0.003459903
cg00371195,0.947581357
cg00374717,0.875478087
cg00375964,0.022292683
cg00376639,0.061809225
cg00380464,0.02851068
cg00381076,0.0344401
cg00382515,0.009288486
cg00382991,0.071673581
cg00384537,0.948519943
cg00386408,0.06894456
cg00387170,0.031848671
cg00392257,0.712381287
cg00393585,0.132866936
cg00394658,0.283658024
cg00396163,0.008316446
cg00396894,0.711143325
cg00397545,0.509498375
cg00397740,0.019260714
cg00398048,0.189001589
cg00399483,0.040662322
cg00400028,0.421808917
cg00400263,0.902976956
cg00401678,0.481222064
cg00402366,0.020673482
cg00403724,0.854700299
cg00404599,0.31260989
cg00405070,0.016083098
cg00405568,0.024799152
cg00405677,0.034222183
cg00406188,0.908418333
cg00406844,0.921653476
cg00407150,0.563677616
cg00410419,0.012064127
cg00410576,0.034640386
cg00410831,0.915826068
cg00410895,0.958925077
cg00410898,0.037328315
cg00410921,0.431784098
cg00411097,0.573446102
cg00412772,0.927808216
cg00412805,0.971110225
cg00413066,0.978711492
cg00415164,0.027470592
cg00415494,0.951261953
cg00415978,0.095349346
cg00415993,0.446953221
cg00417297,0.011240586
cg00418150,0.563527303
cg00419564,0.0771982
cg00420568,0.047664529
cg00420715,0.021448351
cg00420929,0.551582404
cg00422913,0.022847194
cg00424946,0.015515834
cg00425710,0.877001266
cg00425792,0.042644374
cg00426056,0.022296675
cg00426498,0.256022662
cg00426963,0.022962011
cg00427635,0.655313218
cg00429618,0.2189645
cg00430287,0.648112227
cg00430945,0.082079155
cg00431050,0.434151527
cg00431114,0.430998153
cg00431549,0.589349992
cg00432979,0.011507755
cg00433406,0.938064721
cg00434413,0.977443112
cg00435408,0.031237472
cg00436282,0.919800721
cg00436301,0.013550696
cg00436603,0.714616849
cg00441136,0.982019208
cg00441382,0.023397687
cg00443307,0.92475053
cg00445824,0.129703663
cg00446235,0.321421017
cg00447208,0.842074128
cg00448720,0.598917387
cg00449941,0.012405072
cg00451635,0.43462349
cg00453193,0.113972557
cg00453258,0.772702293
cg00459975,0.011036485
cg00461841,0.86638269
cg00462311,0.037117761
cg00462994,0.052257763
cg00463202,0.769758693
cg00463577,0.215602781
cg00463848,0.974224688
cg00464269,0.010849459
cg00465284,0.010178109
cg00465846,0.007111313
cg00466249,0.599598803
cg00466436,0.271769988
cg00466492,0.72104581
cg00466544,0.016969506
cg00468146,0.072604044
cg00469635,0.012885791
cg00471562,0.01722442
cg00472136,0.861855169
cg00472814,0.011846045
cg00474004,0.918930559
cg00474209,0.04581616
cg00475955,0.007103969
cg00476577,0.450805565
cg00476580,0.009940184
cg00479269,0.027260192
cg00480115,0.346754236
cg00480209,0.01643081
cg00480356,0.123146747
cg00481227,0.102354368
cg00483154,0.013405651
cg00485296,0.006246461
cg00485380,0.015917699
cg00487159,0.029022895
cg00488300,0.969834402
cg00488364,0.949473657
cg00488718,0.017085839
cg00489401,0.099221942
cg00491404,0.938833256
cg00491839,0.061936692
cg00493400,0.016335383
cg00495415,0.007329748
cg00495442,0.018691718
cg00495491,0.819995724
cg00496170,0.018366167
cg00497084,0.920996245
cg00497251,0.044024817
cg00498305,0.271527413
cg00498604,0.160976116
cg00499599,0.011285294
cg00499822,0.695658563
cg00500400,0.040392563
cg00501366,0.865665249
cg00502442,0.011621769
cg00503458,0.023766039
cg00503840,0.217750162
cg00504595,0.146625413
cg00509616,0.069265271
cg00509670,0.155967981
cg00510787,0.058720333
cg00510956,0.932693659
cg00511475,0.429106849
cg00512031,0.923894626
cg00512279,0.046718888
cg00512374,0.028072491
cg00513220,0.029594156
cg00513467,0.027255069
cg00514407,0.102640296
cg00514895,0.163521592
cg00515905,0.965208219
cg00516481,0.084718597
cg00518911,0.804137335
cg00518989,0.009029288
cg00519208,0.853075424
cg00519627,0.009616552
cg00520135,0.912471685
cg00520708,0.104751631
cg00521434,0.959457839
cg00521598,0.029717462
cg00522034,0.003214509
cg00522316,0.023138776
cg00524288,0.034015856
cg00528052,0.005081091
cg00528967,0.005220885
cg00532335,0.45451598
cg00532890,0.016490979
cg00534274,0.419343119
cg00534856,0.955844019
cg00536175,0.962195134
cg00537910,0.871653734
cg00539322,0.860882878
cg00539716,0.051138676
cg00539955,0.89419698
cg00540544,0.016318892
cg00540769,0.271240295
cg00542846,0.110359897
cg00544557,0.939226743
cg00545573,0.105235846
cg00546491,0.193199258
cg00546897,0.66052483
cg00547018,0.13915365
cg00547789,0.014832678
cg00547829,0.015678594
cg00548060,0.858868006
cg00548268,0.321958175
cg00550617,0.788365871
cg00551244,0.92935968
cg00554173,0.788856096
cg00554250,0.724228118
cg00554682,0.040278185
cg00554702,0.123796305
cg00556408,0.77623005
cg00557354,0.040699902
cg00559473,0.033392687
cg00560119,0.019883747
cg00563229,0.054500051
cg00563845,0.071711153
cg00563926,0.368653357
cg00563932,0.549945862
cg00564163,0.151209653
cg00565075,0.105735872
cg00565688,0.116774459
cg00566759,0.04487534
cg00567479,0.010548642
cg00567749,0.037123932
cg00568128,0.130003778
cg00568792,0.062635913
cg00569620,0.042720506
cg00571634,0.204077071
cg00572797,0.994203125
cg00573606,0.814174317
cg00575744,0.37944122
cg00576250,0.056184676
cg00577167,0.891786908
cg00577464,0.010485097
cg00578575,0.048602127
cg00579393,0.973019224
cg00579402,0.882681137
cg00581156,0.011944683
cg00582372,0.532265668
cg00582628,0.275654353
cg00584022,0.025266561
cg00585790,0.901731298
cg00585846,0.033297774
cg00586909,0.059068154
cg00587613,0.758613422
cg00592315,0.956468424
cg00594118,0.086720058
cg00594952,0.229790056
cg00596686,0.919101857
cg00597076,0.856221863
cg00598858,0.010231911
cg00600110,0.97047188
cg00600684,0.903136838
cg00601486,0.967219425
cg00602891,0.023729821
cg00603172,0.606512261
cg00605270,0.047427145
cg00609097,0.009819706
cg00611397,0.929345534
cg00612467,0.029139339
cg00613255,0.891177543
cg00613344,0.877602646
cg00614413,0.699241597
cg00615241,0.499401676
cg00615377,0.172870816
cg00615915,0.135261566
cg00616129,0.114630351
cg00616135,0.128799727
cg00616369,0.018738425
cg00617305,0.009943916
cg00618396,0.011135662
cg00619207,0.863336269
cg00620024,0.710640647
cg00620223,0.036806291
cg00620629,0.003463754
cg00620857,0.957459289
cg00622552,0.202819137
cg00622677,0.034815173
cg00623593,0.928399006
cg00625425,0.883969986
cg00625653,0.026514269
cg00626119,0.869055179
cg00626466,0.622585688
cg00627233,0.846336091
cg00627286,0.046373759
cg00629217,0.913673817
cg00629585,0.372448432
cg00630164,0.308570729
cg00630249,0.016310651
cg00630583,0.02079582
cg00631230,0.010460847
cg00633969,0.966958299
cg00634577,0.041137979
cg00635481,0.008683115
cg00636639,0.016834305
cg00638514,0.057365855
cg00642303,0.016813503
cg00643392,0.352426061
cg00644033,0.978598229
cg00645224,0.018811935
cg00645579,0.889432893
cg00645922,0.019420903
cg00646140,0.198952772
cg00646492,0.035060889
cg00647741,0.424848441
cg00648153,0.018484963
cg00648883,0.843486969
cg00650762,0.005501104
cg00650876,0.007631178
cg00651216,0.044821664
cg00653387,0.027705883
cg00654814,0.082126606
cg00654816,0.018842028
cg00655307,0.04012654
cg00655779,0.026904751
cg00657095,0.031626877
cg00657582,0.032117673
cg00658007,0.876609117
cg00658626,0.050954418
cg00659129,0.949534239
cg00659953,0.009814864
cg00660989,0.115970615
cg00661202,0.004376131
cg00661485,0.931586926
cg00662556,0.053491811
cg00662775,0.154413576
cg00665395,0.024218112
cg00666446,0.062567455
cg00666746,0.386501423
cg00668685,0.93304683
cg00669623,0.063286177
cg00669856,0.070195743
cg00671161,0.010452199
cg00672638,0.082017892
cg00673020,0.34514596
cg00673191,0.743776179
cg00674922,0.018956394
cg00676660,0.010870598
cg00677811,0.008838736
cg00678539,0.337649566
cg00679556,0.780085749
cg00679738,0.023402762
cg00682653,0.014390426
cg00684178,0.32637502
cg00685836,0.01004921
cg00686022,0.921010743
cg00686623,0.021616814
cg00687674,0.556457393
cg00687686,0.045833544
cg00688421,0.047076768
cg00689010,0.788847272
cg00689014,0.629289353
cg00689340,0.341394366
cg00690049,0.049265221
cg00690280,0.885609065
cg00690893,0.021889422
cg00691625,0.929809799
cg00691822,0.244079985
cg00692549,0.074181425
cg00693307,0.900495727
cg00695416,0.016031185
cg00696900,0.006985501
cg00698688,0.784739835
cg00702231,0.686093814
cg00702729,0.936995076
cg00704310,0.0624342
cg00704909,0.034207432
cg00705255,0.522198979
cg00706536,0.66589175
cg00707317,0.012332365
cg00708598,0.230716828
cg00708642,0.043004905
cg00711916,0.122946265
cg00712898,0.001847716
cg00714377,0.61600952
cg00717862,0.021412914
cg00718440,0.049676572
cg00718513,0.687027929
cg00718748,0.024862782
cg00720072,0.026379929
cg00720137,0.005437798
cg00720723,0.011985092
cg00722300,0.910449754
cg00724662,0.051161199
cg00725143,0.039983672
cg00725635,0.021871547
cg00725777,0.937359091
cg00727590,0.395528895
cg00727947,0.959696196
cg00728317,0.148810719
cg00728398,0.009284
cg00728602,0.032531281
cg00729275,0.245972723
cg00729541,0.01998156
cg00729708,0.816767261
cg00729875,0.046180048
cg00730260,0.945319306
cg00731459,0.025834716
cg00733682,0.005806893
cg00734993,0.015678656
cg00736326,0.018873796
cg00737514,0.027159202
cg00739120,0.209680692
cg00741717,0.897966824
cg00743372,0.013748947
cg00744433,0.793693964
cg00745543,0.965595655
cg00745735,0.854807255
cg00746083,0.018799098
cg00746130,0.02033352
cg00746981,0.086395902
cg00747849,0.264848396
cg00750606,0.640535134
cg00751288,0.013582608
cg00754253,0.617824535
cg00754617,0.912165031
cg00755043,0.034888767
cg00755709,0.85686005
cg00756058,0.004705297
cg00756887,0.913150627
cg00757070,0.427912387
cg00757952,0.800224194
cg00761755,0.027235516
cg00762512,0.019283957
cg00763679,0.025957017
cg00763889,0.955507911
cg00766729,0.107355245
cg00766889,0.038491562
cg00767581,0.237335125
cg00768439,0.027334829
cg00769470,0.935651857
cg00769520,0.016979628
cg00770279,0.010506088
cg00770871,0.002997271
cg00772000,0.114717528
cg00775197,0.044136398
cg00777121,0.446462236
cg00777555,0.007649914
cg00778920,0.017658314
cg00779924,0.026460395
cg00782174,0.020935599
cg00782854,0.015012879
cg00783759,0.007973853
cg00784357,0.014035763
cg00791249,0.054351192
cg00792687,0.02159838
cg00792740,0.045903353
cg00792849,0.044526986
cg00793648,0.942639652
cg00793774,0.016060826
cg00795268,0.947447799
cg00795812,0.428064943
cg00796728,0.048654939
cg00798206,0.049418282
cg00799727,0.778312882
cg00800095,0.939255386
cg00804048,0.007464744
cg00804392,0.416007164
cg00806490,0.126237476
cg00807586,0.158387212
cg00808492,0.95254722
cg00810473,0.061050042
cg00810495,0.021782448
cg00811081,0.010678908
cg00812502,0.004003538
cg00814580,0.034537701
cg00815440,0.001087333
cg00815583,0.040253683
cg00815605,0.054056451
cg00816620,0.128100073
cg00818693,0.019882266
cg00818872,0.022013092
cg00819310,0.92947345
cg00819362,0.707649286
cg00819696,0.006183479
cg00821764,0.009445129
cg00822607,0.059782123
cg00823148,0.91080265
cg00824109,0.011052955
cg00825031,0.004464654
cg00826384,0.025410831
cg00827369,0.020510498
cg00828602,0.035721615
cg00830029,0.383512434
cg00830393,0.080169365
cg00831028,0.022673818
cg00832517,0.030486644
cg00832994,0.014017476
cg00833393,0.087183932
cg00833777,0.538511598
cg00834796,0.021798132
cg00834958,0.050762011
cg00836605,0.006427822
cg00837103,0.746696212
cg00838150,0.011779087
cg00839584,0.26935797
cg00839802,0.079324569
cg00840403,0.168088575
cg00840516,0.604897392
cg00841581,0.012454685
cg00842351,0.056137462
cg00845900,0.977653178
cg00846036,0.152200947
cg00848394,0.018347181
cg00848397,0.02838752
cg00848461,0.884724649
cg00848728,0.004744852
cg00849368,0.027602028
cg00850538,0.509254715
cg00852964,0.673966234
cg00853068,0.183874651
cg00854637,0.061551619
cg00854995,0.039635875
cg00856375,0.017294036
cg00858899,0.040510321
cg00859193,0.029583523
cg00859655,0.871712251
cg00861635,0.034943357
cg00862041,0.08619307
cg00862290,0.925017027
cg00862770,0.005116598
cg00864867,0.056282534
cg00870662,0.022470096
cg00871453,0.015154495
cg00873037,0.02048155
cg00873937,0.020924225
cg00874863,0.918584979
cg00875272,0.048501935
cg00876704,0.034366836
cg00877887,0.031329978
cg00877964,0.026014935
cg00881086,0.040987735
cg00881370,0.964338706
cg00882451,0.964942453
cg00882832,0.060102924
cg00884221,0.014507041
cg00884529,0.103568518
cg00885506,0.017270013
cg00886554,0.030075915
cg00887101,0.06126689
cg00887547,0.034235267
cg00887700,0.015381626
cg00888007,0.029450574
cg00888479,0.041270481
cg00888561,0.01952737
cg00890257,0.027325568
cg00891278,0.052061663
cg00891541,0.183896356
cg00892393,0.729559484
cg00892798,0.042199379
cg00893242,0.019483778
cg00893636,0.022894121
cg00893987,0.019728531
cg00894577,0.74261434
cg00895324,0.906188261
cg00896220,0.855177873
cg00897329,0.022580933
cg00899086,0.029016996
cg00899641,0.026644564
cg00899659,0.708065804
cg00901493,0.070836167
cg00901652,0.013250064
cg00901683,0.028205022
cg00901704,0.036916675
cg00901766,0.015745575
cg00902195,0.018828758
cg00903242,0.050857559
cg00903375,0.020797401
cg00904483,0.989323629
cg00904574,0.007803384
cg00905170,0.012789949
cg00906183,0.037786232
cg00908551,0.082056983
cg00910067,0.131627354
cg00910168,0.79931912
cg00911351,0.18672756
cg00911873,0.957762183
cg00912191,0.045479503
cg00912942,0.974997506
cg00915206,0.033369939
cg00915289,0.014081669
cg00916199,0.00472016
cg00916635,0.930600567
cg00917893,0.013853731
cg00918005,0.942112746
cg00918794,0.040386552
cg00919857,0.047907212
cg00920960,0.066500217
cg00922727,0.020163649
cg00925229,0.016118828
cg00925717,0.221137383
cg00929606,0.336201165
cg00929855,0.061902215
cg00930078,0.008022783
cg00930194,0.573409427
cg00930873,0.053082687
cg00931491,0.721912314
cg00932276,0.036558973
cg00933411,0.904318724
cg00935364,0.909619259
cg00935388,0.965822829
cg00935430,0.017710399
cg00936626,0.555323039
cg00939965,0.851797161
cg00940278,0.020229673
cg00940891,0.066663467
cg00941229,0.021398665
cg00941549,0.876908675
cg00943245,0.823824307
cg00943909,0.638249587
cg00943950,0.018871325
cg00945507,0.117422972
cg00945862,0.969394978
cg00947019,0.020087052
cg00947275,0.043046699
cg00948500,0.632920536
cg00948524,0.103346496
cg00949442,0.076330099
cg00949554,0.148623812
cg00950418,0.026590951
cg00950621,0.018630778
cg00951770,0.897046272
cg00953256,0.637430964
cg00953277,0.035474098
cg00954003,0.001142532
cg00954566,0.021013908
cg00955230,0.019277697
cg00955451,0.889203862
cg00958517,0.014513931
cg00958560,0.854999395
cg00960702,0.013539346
cg00962459,0.681227834
cg00962635,0.285420918
cg00962799,0.883101423
cg00964109,0.013879774
cg00967316,0.934907049
cg00968475,0.154592803
cg00968931,0.524250092
cg00969271,0.947713436
cg00969446,0.561925995
cg00970325,0.033815434
cg00970385,0.32958476
cg00971396,0.046639635
cg00973286,0.404147986
cg00973334,0.006052175
cg00973677,0.011713555
cg00974864,0.884593513
cg00976054,0.095167142
cg00977690,0.089600204
cg00979348,0.017203303
cg00980978,0.091682429
cg00981643,0.023094528
cg00983520,0.052159496
cg00983899,0.548545447
cg00984602,0.173088937
cg00986320,0.402028292
cg00987015,0.288956191
cg00987379,0.034939194
cg00988256,0.710977986
cg00995065,0.74769556
cg00995152,0.806442422
cg00995327,0.094752104
cg00995520,0.614485138
cg00997424,0.041969412
cg01000094,0.932752936
cg01001286,0.578491032
cg01003992,0.031554818
cg01007201,0.859349502
cg01009664,0.062692049
cg01013324,0.039186047
cg01015871,0.921674153
cg01015879,0.011904876
cg01017147,0.395096328
cg01021485,0.008260217
cg01025762,0.071070255
cg01025842,0.040111302
cg01026744,0.685553985
cg01027739,0.034759781
cg01027805,0.040952785
cg01029592,0.693753042
cg01031251,0.815304394
cg01031400,0.177249184
cg01033160,0.052066137
cg01033938,0.171531131
cg01035238,0.888946742
cg01035422,0.905223158
cg01036012,0.789480891
cg01036148,0.015678232
cg01036173,0.00578382
cg01036779,0.440090816
cg01037108,0.034672567
cg01040062,0.014507593
cg01040759,0.065173144
cg01040850,0.812266944
cg01041367,0.024292215
cg01043330,0.096702416
cg01043831,0.926169015
cg01044662,0.054363046
cg01044722,0.010459397
cg01045423,0.132695074
cg01046174,0.011622223
cg01047414,0.047379152
cg01048931,0.017927561
cg01049530,0.015587417
cg01050433,0.033385275
cg01053621,0.861610309
cg01055695,0.918929469
cg01056155,0.024377694
cg01056568,0.720263233
cg01057962,0.008697919
cg01058368,0.23524789
cg01062029,0.173265114
cg01063524,0.045142037
cg01063813,0.599597207
cg01064307,0.041281476
cg01064957,0.017668522
cg01065920,0.010239937
cg01069256,0.029311406
cg01071811,0.648150792
cg01072821,0.734963094
cg01074640,0.930269473
cg01076838,0.923341342
cg01078276,0.020717292
cg01078434,0.934227776
cg01078689,0.712034609
cg01078871,0.068396605
cg01079126,0.014936186
cg01080862,0.020761002
cg01081263,0.452494286
cg01082679,0.020290046
cg01086868,0.047793097
cg01086895,0.032968353
cg01086978,0.057389277
cg01087382,0.038101805
cg01087710,0.030758106
cg01090445,0.01949694
cg01091448,0.012744327
cg01091565,0.91852925
cg01092036,0.972969691
cg01092561,0.024248195
cg01095395,0.840555715
cg01095482,0.974870079
cg01095590,0.089605817
cg01097940,0.036814553
cg01100784,0.017341554
cg01100796,0.042905444
cg01103730,0.947493073
cg01103836,0.991223703
cg01104423,0.015204951
cg01106788,0.947190587
cg01107031,0.026229272
cg01107741,0.013575771
cg01108476,0.970832193
cg01109219,0.952304273
cg01110312,0.668611645
cg01110846,0.009352655
cg01112452,0.164746046
cg01112778,0.170040989
cg01114088,0.185692369
cg01116966,0.003514721
cg01117627,0.065747985
cg01119135,0.94651865
cg01120165,0.119687853
cg01120307,0.911534678
cg01120308,0.623853747
cg01120761,0.962817221
cg01120898,0.042267604
cg01124420,0.467862768
cg01124961,0.021420114
cg01125463,0.21496285
cg01126560,0.731052543
cg01127428,0.969774246
cg01128603,0.049832756
cg01129459,0.270207135
cg01129847,0.765082677
cg01130192,0.046479587
cg01131735,0.016697461
cg01134491,0.027030856
cg01135200,0.026860862
cg01135626,0.868578938
cg01136458,0.794860829
cg01137065,0.054961958
cg01137198,0.012921561
cg01137532,0.015460887
cg01137708,0.01278339
cg01137737,0.032404592
cg01138020,0.847226063
cg01139059,0.05776646
cg01139966,0.018554231
cg01140782,0.019598509
cg01141769,0.022598638
cg01143454,0.203910885
cg01144251,0.909523526
cg01144286,0.016826923
cg01145389,0.025821236
cg01145396,0.908463292
cg01146980,0.007604435
